127.0.0.1 - - [20/Sep/2023:09:10:52 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [20/Sep/2023:16:27:09 +0900] "GET /client/html/images/dogdog.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2023:16:29:27 +0900] "GET /client/html/ex13_image.html HTTP/1.1" 200 873
0:0:0:0:0:0:0:1 - - [20/Sep/2023:16:29:27 +0900] "GET /client/html/images/dogdog.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2023:16:30:19 +0900] "GET /client/html/ex13_image.html HTTP/1.1" 200 935
0:0:0:0:0:0:0:1 - - [20/Sep/2023:16:30:22 +0900] "GET /client/html/ex13_image.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2023:16:30:24 +0900] "GET /client/html/ex13_image.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2023:16:37:44 +0900] "GET /client/html/ex13_image.html HTTP/1.1" 200 1010
0:0:0:0:0:0:0:1 - - [20/Sep/2023:16:37:44 +0900] "GET /client/html/images/dogdog.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2023:16:38:21 +0900] "GET /client/html/ex13_image.html HTTP/1.1" 200 1042
0:0:0:0:0:0:0:1 - - [20/Sep/2023:16:38:33 +0900] "GET /client/html/ex13_image.html HTTP/1.1" 200 1034
0:0:0:0:0:0:0:1 - - [20/Sep/2023:16:40:10 +0900] "GET /client/html/ex13_image.html HTTP/1.1" 200 1109
0:0:0:0:0:0:0:1 - - [20/Sep/2023:16:41:21 +0900] "GET /client/html/ex13_image.html HTTP/1.1" 200 1181
0:0:0:0:0:0:0:1 - - [20/Sep/2023:16:41:21 +0900] "GET /client/html/images/dogdog.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2023:16:41:47 +0900] "GET /client/html/ex13_image.html HTTP/1.1" 200 1182
0:0:0:0:0:0:0:1 - - [20/Sep/2023:16:42:55 +0900] "GET /client/html/ex13_image.html HTTP/1.1" 200 1522
0:0:0:0:0:0:0:1 - - [20/Sep/2023:16:43:39 +0900] "GET /client/html/ex13_image.html HTTP/1.1" 200 1536
0:0:0:0:0:0:0:1 - - [20/Sep/2023:16:43:40 +0900] "GET /client/html/ex13_image.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2023:16:43:41 +0900] "GET /client/html/ex13_image.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2023:16:43:42 +0900] "GET /client/html/ex13_image.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2023:16:43:43 +0900] "GET /client/html/ex13_image.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2023:16:43:50 +0900] "GET /client/html/ex13_image.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2023:16:43:51 +0900] "GET /client/html/ex13_image.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2023:16:43:52 +0900] "GET /client/html/ex13_image.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2023:16:43:53 +0900] "GET /client/html/ex13_image.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2023:16:43:54 +0900] "GET /client/html/ex13_image.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2023:16:43:57 +0900] "GET /client/html/ex13_image.html HTTP/1.1" 200 1535
0:0:0:0:0:0:0:1 - - [20/Sep/2023:16:43:59 +0900] "GET /client/html/ex13_image.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2023:16:44:27 +0900] "GET /client/html/ex13_image.html HTTP/1.1" 200 1549
0:0:0:0:0:0:0:1 - - [20/Sep/2023:16:44:27 +0900] "GET /client/html/images/dogdog.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Sep/2023:17:07:56 +0900] "GET /client/html/member/ex14_tag.html HTTP/1.1" 200 844
0:0:0:0:0:0:0:1 - - [20/Sep/2023:17:08:13 +0900] "GET /client/html/member/ex14_tag.html HTTP/1.1" 200 865
0:0:0:0:0:0:0:1 - - [20/Sep/2023:17:19:27 +0900] "GET /client/html/member/ex14_tag.html HTTP/1.1" 304 -
